Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0.187670981876045,DefaultEntity.93,mostrador3,4.OnEnteredProcessing,[Delay] ProcessingTime,Invalid value '-0.00229388619044569' Hours returned for property 'Delay.DelayTime'. The value cannot be negative.
0.187670981876045,DefaultEntity.93,mostrador3,4.OnEnteredProcessing,[Delay] ProcessingTime,"If the property is an expression and a probability distribution is being used, then verify that the distribution's range of values is bounded to not include negative quantities."

