Time(Hours),EntityID,ObjectName,ProcessID,StepName,Action
0.412502389417629,DefaultEntity.286,escaner1,42.OnEnteredProcessing,[Delay] ProcessingTime,Invalid value '-0.00159412446096857' Hours returned for property 'Delay.DelayTime'. The value cannot be negative.
0.412502389417629,DefaultEntity.286,escaner1,42.OnEnteredProcessing,[Delay] ProcessingTime,"If the property is an expression and a probability distribution is being used, then verify that the distribution's range of values is bounded to not include negative quantities."

